Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
S Eb 2010;Saithe;Egersund Bank;2010;240,983031;147,2674078;2,574169082;15,33619297;17,86817785;87,41282884;2,381986463;2,168106643;0,41063707;1,252080267;1,185717565;1,941575175;59;1,77;2345;200,00;8,528784648;0,93;74,7;1,87;;180;2,26;110,00;2,04;1,92;0,28;13,35;1,13;11,46;1,06;65,29;1,81;110,00;;
S Eb 2010;Saithe;Egersund Bank;2010;103,6366745;81,0547897;2,637027292;17,23103393;14,15422952;78,78267618;2,015513469;1,908778683;0,421114625;1,150886234;1,236311338;1,896430729;70;1,85;3700;333,00;9;0,95;71,6;1,85;;74;1,87;58,02;1,76;1,89;0,28;10,13;1,01;12,33;1,09;56,39;1,75;58,02;;
S Eb 2010;Saithe;Egersund Bank;2010;116,0752247;117,8870695;3,331170357;20,5494396;18,62048635;46,7371981;2,064739533;2,071466172;0,522596843;1,26999102;1,312799983;1,669662673;58;1,76;2075;210,00;10,12048193;1,01;72,1;1,86;;84;1,92;84,95;1,93;2,40;0,38;13,42;1,13;14,81;1,17;33,68;1,53;84,95;;
S Eb 2010;Saithe;Egersund Bank;2010;173,6737655;136,5948914;2,96424687;18,66573244;22,28611169;72,27075024;2,239734221;2,135434457;0,47191437;1,348034303;1,271045036;1,858962563;57;1,76;1960;124,00;6,326530612;0,80;63,3;1,80;;110;2,04;86,52;1,94;1,88;0,27;14,12;1,15;11,82;1,07;45,77;1,66;86,52;;
S Eb 2010;Saithe;Egersund Bank;2010;143,8489954;104,7180811;2,773112903;17,48386422;15,98944493;44,62681609;2,157906833;2,020021675;0,442967551;1,203833388;1,242637425;1,649595903;53;1,72;1790;126,00;7,039106145;0,85;69,5;1,84;;100;2,00;72,80;1,86;1,93;0,29;11,12;1,05;12,15;1,08;31,02;1,49;72,80;;
S Eb 2010;Saithe;Egersund Bank;2010;184,1052063;127,0005975;2,605872266;14,76288803;19,05977605;60,50173056;2,26506607;2,103805764;0,415953124;1,280117793;1,169171326;1,781767797;57;1,76;1950;123,00;6,307692308;0,80;65,2;1,81;;120;2,08;82,78;1,92;1,70;0,23;12,42;1,09;9,62;0,98;39,44;1,60;82,78;;
S Eb 2010;Saithe;Egersund Bank;2010;152,3161694;119,828066;2,813585197;15,25136638;20,27601775;62,49583042;2,182746009;2,07855855;0,44926007;1,306982663;1,183308754;1,795851043;65;1,81;3025;226,00;7,47107438;0,87;72,5;1,86;;110;2,04;86,84;1,94;2,04;0,31;14,69;1,17;11,05;1,04;45,29;1,66;86,84;;
S Eb 2010;Saithe;Egersund Bank;2010;132,9934941;116,5906176;2,838523472;14,33048563;15,18574368;49,53667793;2,123830396;2,066663603;0,45309249;1,181436065;1,156260908;1,694926878;55;1,74;2135;203,00;9,508196721;0,98;75,2;1,88;;100;2,00;87,67;1,94;2,13;0,33;11,42;1,06;10,78;1,03;37,25;1,57;87,67;;
S Eb 2010;Saithe;Egersund Bank;2010;186,2653289;201,7874396;3,128247056;21,77671791;24,09734114;75,08360743;2,270132024;2,30489413;0,495301045;1,381969126;1,337992425;1,87554513;51;1,71;1465;125,00;8,532423208;0,93;64,4;1,81;;120;2,08;130,00;2,11;2,02;0,30;15,52;1,19;14,03;1,15;48,37;1,68;130,00;;
S Eb 2010;Saithe;Egersund Bank;2010;200,9195804;185,464228;3,137191999;21,96902403;33,79441063;64,92948177;2,303022262;2,268260156;0,496541099;1,528844877;1,341810764;1,812441937;55;1,74;1645;96,00;5,835866261;0,77;64,7;1,81;;130;2,11;120,00;2,08;2,03;0,31;21,87;1,34;14,21;1,15;42,01;1,62;120,00;;
S Eb 2010;Saithe;Egersund Bank;2010;127,4497626;91,49100734;2,928755341;13,78386076;14,13328416;44,54175399;2,105339031;1,961378409;0,466683094;1,150243091;1,139370877;1,648767315;58;1,76;2030;188,00;9,261083744;0,97;70,2;1,85;;89;1,95;64,19;1,81;2,05;0,31;9,92;1,00;9,67;0,99;31,25;1,49;64,19;;
S Eb 2008;Saithe;Egersund Bank;2008;86,73377857;58,3642814;1,686829345;7,990372339;9,594288905;;1,938188267;1,766147143;0,227071148;0,982012792;0,902567017;;52;1,72;1422;126,00;8,860759494;0,95;73,4;1,87;4;64;1,80;42,85;1,63;1,24;0,09;7,04;0,85;5,87;0,77;;;42,85;;
S Eb 2008;Saithe;Egersund Bank;2008;157,7156999;97,6197763;1,868378968;10,80659849;16,34177134;;2,197874928;1,989537808;0,27146497;1,213299129;1,033689016;;60;1,78;2180;182,00;8,348623853;0,92;66,6;1,82;6;105;2,02;65,00;1,81;1,24;0,09;10,88;1,04;7,20;0,86;;;65,00;;
S Eb 2008;Saithe;Egersund Bank;2008;103,4436531;63,32935644;1,855495537;8,248415519;9,837700276;;2,014703849;1,801605075;0,268459914;0,992893587;0,916370531;;61;1,79;2160;163,00;7,546296296;0,88;64,8;1,81;6;67;1,83;41,03;1,61;1,20;0,08;6,37;0,80;5,34;0,73;;;41,03;;
S Eb 2008;Saithe;Egersund Bank;2008;95,42719712;68,03778052;1,796785789;7,366186348;13,2189637;;1,979672168;1,832750138;0,254496304;1,12119741;0,867242701;;57;1,76;1777;128,00;7,203151379;0,86;64,0;1,81;5;61;1,79;43,55;1,64;1,15;0,06;8,46;0,93;4,72;0,67;;;43,55;;
S Eb 2008;Saithe;Egersund Bank;2008;74,36289798;44,5440258;1,799081668;6,553415644;7,00035837;;1,871356306;1,648789465;0,255050878;0,845120273;0,816467714;;54;1,73;1457;140,00;9,608785175;0,98;68,2;1,83;4;51;1,71;30,39;1,48;1,23;0,09;4,78;0,68;4,47;0,65;;;30,39;;
S Eb 2008;Saithe;Egersund Bank;2008;82,09813408;48,34176061;2,285458783;7,428913249;7,173990203;;1,914333287;1,684322463;0,358973393;0,855760779;0,870925287;;49;1,69;1208;120,00;9,933774834;1,00;67,9;1,83;4;56;1,75;32,83;1,52;1,55;0,19;4,87;0,69;5,04;0,70;;;32,83;;
S Eb 2008;Saithe;Egersund Bank;2008;77,75922925;46,98288752;2,349843944;7,844448219;7,206287574;;1,890751947;1,671939705;0,371039021;0,857711589;0,894562401;;49;1,69;1130;110,00;9,734513274;0,99;64,5;1,81;4;50;1,70;30,30;1,48;1,52;0,18;4,65;0,67;5,06;0,70;;;30,30;;
S Eb 2008;Saithe;Egersund Bank;2008;90,70283788;54,89111446;1,077086196;6,411444363;10,49776432;;1,957620875;1,739502048;0,03225046;1,021096818;0,806955878;;59;1,77;1884;230,00;12,20806794;1,09;76,1;1,88;6;69;1,84;41,79;1,62;0,82;-0,09;7,99;0,90;4,88;0,69;;;41,79;;
S Eb 2008;Saithe;Egersund Bank;2008;229,8216859;165,6405439;2,285897977;16,13196543;24,2230095;;2,361391006;2,219166648;0,359056843;1,384228099;1,207687283;;47;1,67;963;57,00;5,919003115;0,77;59,0;1,77;6;136;2,13;97,74;1,99;1,35;0,13;14,29;1,16;9,52;0,98;;;97,74;;
S Eb 2008;Saithe;Egersund Bank;2008;125,392839;77,66047486;1,940234844;10,89352558;13,04658214;;2,098272735;1,890200042;0,2878543;1,115496753;1,037168457;;51;1,71;1420;108,00;7,605633803;0,88;66,3;1,82;4;83;1,92;51,47;1,71;1,29;0,11;8,65;0,94;7,22;0,86;;;51,47;;
S Eb 2008;Saithe;Egersund Bank;2008;103,134327;74,94709456;1,78236415;8,165784768;16,23070687;;2,013403239;1,874754801;0,250996438;1,210337434;0,911997929;;53;1,72;1637;178,00;10,87354918;1,04;73,8;1,87;5;76;1,88;55,29;1,74;1,31;0,12;11,97;1,08;6,02;0,78;;;55,29;;
S Eb 2008;Saithe;Egersund Bank;2008;158,5699801;87,6604219;1,89816179;8,904864177;13,11153613;;2,200220972;1,942803557;0,278333227;1,117653576;0,9496273;;58;1,76;1863;104,00;5,582393988;0,75;62,4;1,79;5;99;2,00;54,66;1,74;1,18;0,07;8,18;0,91;5,55;0,74;;;54,66;;
S Eb 2008;Saithe;Egersund Bank;2008;75,61685512;46,04579228;2,283511953;7,126647241;7,112489047;;1,878618611;1,66318995;0,358603289;0,852021611;0,852885262;;46;1,66;1117;108,00;9,668755595;0,99;68,5;1,84;4;52;1,71;31,52;1,50;1,56;0,19;4,87;0,69;4,88;0,69;;;31,52;;
S Eb 2008;Saithe;Egersund Bank;2008;104,1253372;73,9269545;2,268360093;8,581471378;13,08043365;;2,017556421;1,868802815;0,355711998;1,116622142;0,933561758;;54;1,73;1609;154,00;9,571162213;0,98;67,0;1,83;4;70;1,84;49,54;1,69;1,52;0,18;8,77;0,94;5,75;0,76;;;49,54;;
S Eb 2008;Saithe;Egersund Bank;2008;161,6322707;98,39843271;1,874493127;11,70158808;17,60634204;;2,208528074;1,992988181;0,272883852;1,245669135;1,068244806;;62;1,79;2778;255,00;9,179265659;0,96;73,0;1,86;6;118;2,07;71,84;1,86;1,37;0,14;12,85;1,11;8,54;0,93;;;71,84;;
S Eb 2008;Saithe;Egersund Bank;2008;108,7055552;67,27319599;2,247163443;7,747285781;11,22815788;;2,036251739;1,82784206;0,351634661;1,050308511;0,889149576;;49;1,69;1112;64,00;5,755395683;0,76;51,5;1,71;4;56;1,75;34,65;1,54;1,16;0,06;5,78;0,76;3,99;0,60;;;34,65;;
S Eb 2008;Saithe;Egersund Bank;2008;118,9786834;78,82170478;1,960410836;8,977846054;12,64008695;;2,075469159;1,896645824;0,292347094;1,101750061;0,953172154;;87;1,94;1130;60,00;5,309734513;0,73;61,8;1,79;4;74;1,87;48,72;1,69;1,21;0,08;7,81;0,89;5,55;0,74;;;48,72;Lengde trolig feil;
S Eb 2008;Saithe;Egersund Bank;2008;140,0266385;78,50079425;1,872866731;7,274250929;11,14852524;;2,146210663;1,894874051;0,272506875;1,047217421;0,861788278;;62;1,79;2200;178,00;8,090909091;0,91;67,7;1,83;8;95;1,98;53,14;1,73;1,27;0,10;7,55;0,88;4,92;0,69;;;53,14;;
S Eb 2008;Saithe;Egersund Bank;2008;105,1272064;81,35640714;1,802612606;7,702472275;14,5936746;;2,021715124;1,910391761;0,255902404;1,164164658;0,886630144;;66;1,82;2433;262,00;10,76859844;1,03;70,1;1,85;7;74;1,87;57,00;1,76;1,26;0,10;10,22;1,01;5,40;0,73;;;57,00;;
S Eb 2008;Saithe;Egersund Bank;2008;88,66066286;59,32509525;1,95853467;8,120931521;9,60870179;;1,947730974;1,773238444;0,291931264;0,982664715;0,909605848;;47;1,67;1150;83,00;7,217391304;0,86;66,5;1,82;4;59;1,77;39,45;1,60;1,30;0,11;6,39;0,81;5,40;0,73;;;39,45;;
S Eb 2008;Saithe;Egersund Bank;2008;68,71753178;47,04635284;1,705186211;6,656318218;8,859529013;;1,837067552;1,672525961;0,231771812;0,947410635;0,823234076;;50;1,70;1190;90,00;7,56302521;0,88;68,2;1,83;4;47;1,67;32,09;1,51;1,16;0,07;6,04;0,78;4,54;0,66;;;32,09;;
S Eb 2008;Saithe;Egersund Bank;2008;83,2606537;50,51995384;1,843157677;8,087496651;7,790236128;;1,920439816;1,703462945;0,26556249;0,891550622;0,907814114;;51;1,71;1440;118,00;8,194444444;0,91;66,4;1,82;4;55;1,74;33,55;1,53;1,22;0,09;5,17;0,71;5,37;0,73;;;33,55;;
S Eb 2008;Saithe;Egersund Bank;2008;157,1758132;107,7453624;1,815879127;11,52496424;24,56031235;;2,196385716;2,032398586;0,259086936;1,390233886;1,061639586;;63;1,80;2280;105,00;4,605263158;0,66;61,9;1,79;6;97;1,99;66,71;1,82;1,12;0,05;15,21;1,18;7,14;0,85;;;66,71;;
S Eb 2008;Saithe;Egersund Bank;2008;238,991054;138,9421797;2,190207971;12,6077425;18,48334562;;2,378381645;2,142834108;0,340485355;1,266780585;1,10063733;;53;1,72;1414;66,00;4,667609618;0,67;59,4;1,77;4;142;2,15;82,59;1,92;1,30;0,11;10,99;1,04;7,49;0,87;;;82,59;;
S Eb 2008;Saithe;Egersund Bank;2008;81,57722127;47,79132502;1,929889331;7,578870933;7,834831057;;1,911568908;1,679349072;0,285532405;0,894029636;0,879604511;;51;1,71;1423;115,00;8,08151792;0,91;68,6;1,84;4;56;1,75;32,78;1,52;1,32;0,12;5,37;0,73;5,20;0,72;;;32,78;;
S Eb 2005;Saithe;Egersund Bank;2005;160,8473353;137,39928;3,761220534;17,86303569;26,89566168;;2,20641387;2,137984457;0,575328798;1,429682233;1,251955266;;40;1,60;607;28,00;4,612850082;0,66;61,5;1,79;3;99;2,00;84,45;1,93;2,31;0,36;16,53;1,22;10,98;1,04;;;84,45;;
S Eb 2005;Saithe;Egersund Bank;2005;180,6109705;124,0177083;3,46564172;16,44884391;19,71542113;;2,256744126;2,093483702;0,539783663;1,294806058;1,216135379;;47;1,67;1000;42,00;4,2;0,62;62,2;1,79;4;112;2,05;77,14;1,89;2,16;0,33;12,26;1,09;10,23;1,01;;;77,14;;
S Eb 2005;Saithe;Egersund Bank;2005;714,714016;632,4752682;4,349875513;28,68977688;129,3797179;;2,854132299;2,801043548;0,638476828;2,1118662;1,457727171;;45;1,65;760;13,00;1,710526316;0,23;17,9;1,25;3;128;2,11;113,08;2,05;0,78;-0,11;23,13;1,36;5,13;0,71;;;113,08;;
S Eb 2005;Saithe;Egersund Bank;2005;468,9411982;315,8111531;4,121755362;17,19858146;45,38904193;;2,671118389;2,499427463;0,615082212;1,656951016;1,235492628;;41;1,61;597;15,00;2,512562814;0,40;37,1;1,57;3;174;2,24;117,04;2,07;1,53;0,18;16,82;1,23;6,37;0,80;;;117,04;;
S Eb 2005;Saithe;Egersund Bank;2005;238,1756016;198,573226;3,995187101;23,89503065;34,337474;;2,376897271;2,297920691;0,601537123;1,535768344;1,378307592;;41;1,61;643;24,00;3,732503888;0,57;54,3;1,74;3;129;2,11;107,90;2,03;2,17;0,34;18,66;1,27;12,98;1,11;;;107,90;;
S Eb 2005;Saithe;Egersund Bank;2005;195,7652567;126,8127202;3,550779277;13,47738834;18,03839581;;2,291735618;2,103162819;0,550323677;1,256197912;1,129605742;;41;1,61;655;29,00;4,427480916;0,65;63,4;1,80;3;124;2,09;80,36;1,91;2,25;0,35;11,43;1,06;8,54;0,93;;;80,36;;
S Eb 2005;Saithe;Egersund Bank;2005;112,3961584;62,85844305;3,351619443;13,54256586;9,559837024;;2,050751468;1,79836362;0,525254701;0,980450489;1,131700956;;45;1,65;800;41,00;5,125;0,71;65,0;1,81;3;73;1,86;40,84;1,61;2,18;0,34;6,21;0,79;8,80;0,94;;;40,84;;
S Eb 2005;Saithe;Egersund Bank;2005;142,8740915;118,1171784;3,484708115;13,72201396;21,41271254;;2,154953482;2,072313064;0,542166407;1,330671687;1,137417857;;45;1,65;805;35,00;4,347826087;0,64;56,3;1,75;3;80;1,91;66,49;1,82;1,96;0,29;12,05;1,08;7,72;0,89;;;66,49;;
S Eb 2005;Saithe;Egersund Bank;2005;141,6500567;95,33005266;3,596321519;14,83906188;13,27983895;;2,151216753;1,979229833;0,555858512;1,123192808;1,171406446;;42;1,62;660;30,00;4,545454545;0,66;61,8;1,79;3;87;1,94;58,88;1,77;2,22;0,35;8,20;0,91;9,16;0,96;;;58,88;;
S Eb 2005;Saithe;Egersund Bank;2005;173,1936336;137,8041568;3,819792541;16,9078159;25,21628196;;2,238531924;2,139262318;0,582039776;1,401681052;1,22808751;;40;1,60;660;28,00;4,242424242;0,63;61,2;1,79;3;106;2,03;84,38;1,93;2,34;0,37;15,44;1,19;10,35;1,02;;;84,38;;
S Eb 2005;Saithe;Egersund Bank;2005;171,9037962;110,8905828;3,958624676;15,20583745;21,30389888;;2,235285467;2,044894666;0,597544327;1,328459092;1,182010344;;62;1,79;2150;159,00;7,395348837;0,87;70,8;1,85;6;122;2,09;78,47;1,89;2,80;0,45;15,08;1,18;10,76;1,03;;;78,47;;
S Eb 2005;Saithe;Egersund Bank;2005;369,2836235;350,7521638;4,375316406;28,78537169;71,82598771;;2,567360049;2,545000359;0,641009465;1,856281607;1,459171842;;43;1,63;690;17,00;2,463768116;0,39;44,8;1,65;3;166;2,22;157,29;2,20;1,96;0,29;32,21;1,51;12,91;1,11;;;157,29;;
S Eb 2005;Saithe;Egersund Bank;2005;106,1329324;77,93359976;2,929798476;12,36968018;14,47365641;;2,025850164;1,891724737;0,466837749;1,160578259;1,092358471;;43;1,63;690;40,00;5,797101449;0,76;64,3;1,81;3;68;1,83;50,08;1,70;1,88;0,27;9,30;0,97;7,95;0,90;;;50,08;;
S Eb 2005;Saithe;Egersund Bank;2005;146,3482671;111,1011241;3,992550936;14,7698952;18,11680557;;2,165387584;2,045718453;0,601250465;1,258081623;1,169377414;;39;1,59;548;25,00;4,562043796;0,66;54,6;1,74;2;80;1,90;60,65;1,78;2,18;0,34;9,89;1,00;8,06;0,91;;;60,65;;
S Eb 2005;Saithe;Egersund Bank;2005;151,4671331;101,0744186;3,531023264;14,17543133;16,00016173;;2,180318405;2,004641252;0,547900579;1,204124372;1,151536282;;44;1,64;790;48,00;6,075949367;0,78;60,9;1,78;4;92;1,97;61,57;1,79;2,15;0,33;9,75;0,99;8,63;0,94;;;61,57;;
S Eb 2005;Saithe;Egersund Bank;2005;426,4833733;321,6270819;4,635847008;18,41746598;61,68081591;;2,629902105;2,50735261;0,666129095;1,79015011;1,265229876;;45;1,65;800;16,00;2;0,30;28,4;1,45;4;121;2,08;91,27;1,96;1,32;0,12;17,50;1,24;5,23;0,72;;;91,27;;
S Eb 2005;Saithe;Egersund Bank;2005;388,0472974;335,1185729;4,106497577;23,86487342;57,15508484;;2,588884663;2,525198498;0,613471571;1,757054874;1,377759135;;44;1,64;780;14,00;1,794871795;0,25;39,7;1,60;3;154;2,19;132,94;2,12;1,63;0,21;22,67;1,36;9,47;0,98;;;132,94;;
S Eb 2005;Saithe;Egersund Bank;2005;324,8681834;276,9810846;3,821826239;20,12204033;34,53801425;;2,51170718;2,442450112;0,582270938;1,538297364;1,303672015;;44;1,64;780;20,00;2,564102564;0,41;37,3;1,57;3;121;2,08;103,31;2,01;1,43;0,15;12,88;1,11;7,51;0,88;;;103,31;;
S Eb 2005;Saithe;Egersund Bank;2005;596,2052475;671,5349479;4,396176615;27,42209541;114,3935147;;2,775395794;2,827068619;0,643075132;2,058401404;1,438100637;;43;1,63;690;25,00;3,623188406;0,56;51,0;1,71;3;304;2,48;342,49;2,53;2,24;0,35;58,34;1,77;13,99;1,15;;;342,49;;
S Eb 2005;Saithe;Egersund Bank;2005;419,484149;297,3126512;4,235916289;20,92461628;53,03593649;;2,622715555;2,47321339;0,626947369;1,724570242;1,320657503;;42;1,62;720;16,00;2,222222222;0,35;28,2;1,45;3;118;2,07;83,98;1,92;1,20;0,08;14,98;1,18;5,91;0,77;;;83,98;;
S Eb 2005;Saithe;Egersund Bank;2005;218,4537117;184,5616451;3,378443346;21,91549436;37,12636447;;2,339359428;2,266141453;0,528716641;1,569682424;1,340751272;;50;1,70;1010;45,00;4,455445545;0,65;54,3;1,74;4;119;2,07;100,28;2,00;1,84;0,26;20,17;1,30;11,91;1,08;;;100,28;;
S Eb 2005;Saithe;Egersund Bank;2005;271,748727;219,5215275;4,350454046;19,78768313;42,00761842;;2,434167518;2,341477116;0,638534586;1,62332806;1,296394947;;42;1,62;650;19,00;2,923076923;0,47;47,6;1,68;3;129;2,11;104,50;2,02;2,07;0,32;20,00;1,30;9,42;0,97;;;104,50;;
S Eb 2005;Saithe;Egersund Bank;2005;252,0845568;156,3429662;3,544824559;15,74106614;25,76164563;;2,401546241;2,194078347;0,549594746;1,410973602;1,197034144;;40;1,60;610;21,00;3,442622951;0,54;52,5;1,72;3;132;2,12;82,08;1,91;1,86;0,27;13,53;1,13;8,26;0,92;;;82,08;;
S Eb 2005;Saithe;Egersund Bank;2005;122,6365724;94,20861392;3,52528348;14,10215638;17,85325439;;2,088620004;1,974090614;0,547194046;1,251717393;1,149285526;;43;1,63;810;42,00;5,185185185;0,71;64,4;1,81;3;79;1,90;60,70;1,78;2,27;0,36;11,50;1,06;9,09;0,96;;;60,70;;
S Eb 2005;Saithe;Egersund Bank;2005;236,3822592;166,862323;3,924135064;21,87298895;26,006528;;2,373614879;2,222358285;0,593743947;1,415082376;1,339908133;;45;1,65;814;31,00;3,808353808;0,58;52,9;1,72;3;125;2,10;88,22;1,95;2,07;0,32;13,75;1,14;11,56;1,06;;;88,22;;
S T 2019;Saithe;Tampen;2019;54,01570047;60,57315054;1,371383069;20,64491267;19,64436278;5,677246032;1,732520012;1,782280163;0,137158783;1,293237946;1,31481305;0,754137715;58;1,76;2020;20,00;0,99009901;0,00;71,5;1,85;6;39;1,59;43,29;1,64;0,98;-0,01;14,04;1,15;14,75;1,17;4,06;0,61;43,29;;
S T 2019;Saithe;Tampen;2019;101,9338904;73,98668751;1,582139921;15,00671522;18,7180534;10,36459075;2,0083186;1,869153584;0,199244889;1,272260682;1,176285641;1,015552159;56;1,75;1440;53,00;3,680555556;0,57;50,8;1,71;4;52;1,71;37,60;1,58;0,80;-0,09;9,51;0,98;7,63;0,88;5,27;0,72;37,60;;
S T 2019;Saithe;Tampen;2019;61,55243147;42,60368642;1,524562539;15,22852749;11,64366829;8,338074744;1,789245213;1,629447179;0,183145244;1,066089824;1,182657912;0,921065784;56;1,75;1660;104,00;6,265060241;0,80;70,2;1,85;4;43;1,64;29,90;1,48;1,07;0,03;8,17;0,91;10,69;1,03;5,85;0,77;29,90;;
S T 2019;Saithe;Tampen;2019;76,30695612;36,48639885;1,278426242;14,24206696;11,88310005;10,63172292;1,88256413;1,562131001;0,106675677;1,074929754;1,153573023;1,02660365;55;1,74;1430;84,00;5,874125874;0,77;70,2;1,85;4;54;1,73;25,63;1,41;0,90;-0,05;8,35;0,92;10,00;1,00;7,47;0,87;25,63;;
S T 2019;Saithe;Tampen;2019;121,2032188;86,58063736;1,517885381;21,28026937;19,72397452;16,28846074;2,083514154;1,937420779;0,181238978;1,294994433;1,327977121;1,211880045;63;1,80;2285;43,00;1,881838074;0,27;70,3;1,85;5;85;1,93;60,86;1,78;1,07;0,03;13,87;1,14;14,96;1,17;11,45;1,06;60,86;;
S T 2019;Saithe;Tampen;2019;335,7533677;203,0892459;1,964670361;24,58770295;71,01648014;42,0351487;2,526020377;2,307686927;0,293289693;1,851359143;1,390717958;1,623612588;48;1,68;905;29,00;3,20441989;0,51;20,5;1,31;4;69;1,84;41,56;1,62;0,40;-0,40;14,53;1,16;5,03;0,70;8,60;0,93;41,56;;
S T 2019;Saithe;Tampen;2019;104,69424;74,56143084;1,638615432;19,91670627;18,83433435;11,14435641;2,019922789;1,872514234;0,214477041;1,274950276;1,299217518;1,047054993;48;1,68;1035;46,00;4,444444444;0,65;56,5;1,75;4;59;1,77;42,09;1,62;0,93;-0,03;10,63;1,03;11,24;1,05;6,29;0,80;42,09;;
S T 2019;Saithe;Tampen;2019;88,2467662;45,27028358;1,409795899;16,11041573;14,228638;13,16014492;1,9456988;1,655813215;0,149156243;1,15316333;1,207106748;1,119260672;60;1,78;2060;91,00;4,417475728;0,65;65,0;1,81;6;57;1,76;29,45;1,47;0,92;-0,04;9,26;0,97;10,48;1,02;8,56;0,93;29,45;;
S T 2019;Saithe;Tampen;2019;94,46458244;80,96271116;1,496878353;14,24388915;20,50537839;10,2526892;1,975269009;1,908285043;0,175186508;1,311867788;1,153628585;1,010837792;50;1,70;1190;75,00;6,302521008;0,80;70,1;1,85;5;66;1,82;56,74;1,75;1,05;0,02;14,37;1,16;9,98;1,00;7,19;0,86;56,74;;
S T 2019;Saithe;Tampen;2019;64,13480055;26,64183516;1,241532889;13,10182354;7,433263219;9,351995865;1,807093748;1,425564137;0,093958229;0,871179512;1,117331746;0,970904306;67;1,83;2690;261,00;9,70260223;0,99;75,3;1,88;6;48;1,68;20,06;1,30;0,94;-0,03;5,60;0,75;9,87;0,99;7,04;0,85;20,06;;
S T 2019;Saithe;Tampen;2019;100,1558154;85,01120183;1,448305804;15,59531473;23,19002478;11,52582581;2,000676171;1,929476156;0,160860271;1,365301213;1,192994144;1,061672052;64;1,81;2490;155,00;6,224899598;0,79;75,9;1,88;6;76;1,88;64,51;1,81;1,10;0,04;17,60;1,25;11,83;1,07;8,75;0,94;64,51;;
S T 2019;Saithe;Tampen;2019;82,57248294;57,81575124;1,250188337;13,90493316;15,06094792;8,612105245;1,916835344;1,762046173;0,096975443;1,177852307;1,143168906;0,935109329;58;1,76;1890;139,00;7,354497354;0,87;73,3;1,86;5;61;1,78;42,36;1,63;0,92;-0,04;11,04;1,04;10,19;1,01;6,31;0,80;42,36;;
S T 2019;Saithe;Tampen;2019;110,7054114;58,05843333;1,61324004;18,97104738;18,20448524;11,24533915;2,04416885;1,763865312;0,207698993;1,260178403;1,278091309;1,050972558;57;1,76;1510;67,00;4,437086093;0,65;54,9;1,74;5;61;1,78;31,89;1,50;0,89;-0,05;10,00;1,00;10,42;1,02;6,18;0,79;31,89;;
S T 2019;Saithe;Tampen;2019;124,3912298;84,50470351;1,242317538;18,9553097;29,98944969;13,60648682;2,094789761;1,926880882;0,094232616;1,476968496;1,277730885;1,133746005;64;1,81;2275;109,00;4,791208791;0,68;62,7;1,80;6;78;1,89;52,99;1,72;0,78;-0,11;18,81;1,27;11,89;1,08;8,53;0,93;52,99;;
S T 2019;Saithe;Tampen;2019;143,4122969;93,85676486;1,120964603;13,29321675;22,65949877;14,10636091;2,156586391;1,97246558;0,049591899;1,355250299;1,123630086;1,149414991;58;1,76;1525;72,00;4,721311475;0,67;56,2;1,75;4;81;1,91;52,75;1,72;0,63;-0,20;12,74;1,10;7,47;0,87;7,93;0,90;52,75;;
S T 2019;Saithe;Tampen;2019;139,8785512;73,33133048;1,183139412;15,19139349;19,30032593;20,56506117;2,145751125;1,865289565;0,073035922;1,285564643;1,181597613;1,313130006;69;1,84;3995;229,00;5,732165207;0,76;68,6;1,84;6;96;1,98;50,33;1,70;0,81;-0,09;13,25;1,12;10,43;1,02;14,11;1,15;50,33;;
S T 2019;Saithe;Tampen;2019;123,6563536;86,69896477;1,2174717;23,32581786;30,81569201;13,59926169;2,092216436;1,938013912;0,085458875;1,488771925;1,36783688;1,133515331;59;1,77;1720;107,00;6,220930233;0,79;68,1;1,83;5;84;1,93;59,04;1,77;0,83;-0,08;20,98;1,32;15,88;1,20;9,26;0,97;59,04;;
S T 2019;Saithe;Tampen;2019;186,0105265;72,04268567;1,124150573;12,97706482;8,194168064;15,16390162;2,269537522;1,857589894;0,050824486;0,913504867;1,113176474;1,180810958;46;1,66;1000;60,00;6;0,78;61,8;1,79;4;115;2,06;44,54;1,65;0,70;-0,16;5,07;0,70;8,02;0,90;9,38;0,97;44,54;;
S T 2019;Saithe;Tampen;2019;267,9247139;204,0911234;1,388145368;29,97592331;68,49379281;25,15960739;2,428012776;2,309824116;0,142434948;1,835651216;1,476772569;1,40070386;60;1,78;1530;48,00;3,137254902;0,50;47,4;1,68;6;127;2,10;96,74;1,99;0,66;-0,18;32,47;1,51;14,21;1,15;11,93;1,08;96,74;;
